Address,City,State,Postal Code,Charging Station Location,Number Of Charge Stand
"442 W Sims Way, Port Townsend, WA 98368",Port Townsend,WA,98368,"48.10809711234319, -122.78198405968047",2
"7th and, Hendricks St, Port Townsend, WA 98368",Port Townsend,WA,98368,"48.10488756823995, -122.7946011705877",1
"63 Four Corners Rd, Port Townsend, WA 98368",Port Townsend,WA,98368,"48.050900331043664, -122.81826096142946",8
"751 Highland Dr, Port Ludlow, WA 98365",Port Ludlow,WA,98365,"47.90510659605102, -122.69276322472571",6
"13205 NE 175th St, Woodinville, WA 98072",Woodinville,WA,98072,"47.75359583745285, -122.16315754252699",12
"11804 N Creek Pkwy S, Bothell, WA 98011",Bothell,WA,98011,"47.76334718987884, -122.18152530942594",2
"3830 Monte Villa Pkwy, Bothell, WA 98021",Bothell,WA,98021,"47.77707676451809, -122.18152530942594",2
"18231 110th Ave NE, Bothell, WA 98011",Bothell,WA,98011,"47.75976624716609, -122.19404155848343",14
"Parking lot, 6704 NE 181st St, Kenmore, WA 98028",Kenmore,WA,98028,"47.75965084928898, -122.25094730359567",11
"810 S Main St, Deer Park, WA 99006",Deer Park,WA,99006,"47.94622940083243, -117.47838562250902",2
"1100 S Main St, Deer Park, WA 99006",Deer Park,WA,99006,"47.94391569306505, -117.4775632163255",2
"461 S Fork Ave SW, North Bend, WA 98045",North Bend,WA,98045,"47.49094072385043, -121.79633422262846",38
"North Bend, WA, 98045, US, SW Mt Si Blvd, North Bend, WA 98045",North Bend,WA,98045,"47.489567201202796, -121.7916590278659",4
"400 SE Orchard Dr, North Bend, WA 98045",North Bend,WA,98045,"47.49052070737782, -121.78435151285302",1
"46600 SE N Bend Way, North Bend, WA 98045",North Bend,WA,98045,"47.468023452010854, -121.71666097379367",8
"8125 Falls Ave SE, Snoqualmie, WA 98065",Snoqualmie,WA,98065,"47.52773328498861, -121.82369112851768",2
"38579 SE River St, Snoqualmie, WA 98065",Snoqualmie,WA,98065,"47.52709576803626, -121.826266049111",2
"6501 Railroad Ave, Fall City, WA 98024",Fall City,WA,98024,"47.54187257790935, -121.83519244050115",1
"37500 SE North Bend Way, Snoqualmie, WA 98065",Snoqualmie,WA,98065,"47.51856708809898, -121.84199954977582",4
"Parking lot, 35016 SE Ridge St, Snoqualmie, WA 98065",Snoqualmie,WA,98065,"47.532636691462244, -121.87318674465355",2
"507 E Main St, Battle Ground, WA 98604",Battle Ground,WA,98604,"45.78064006505233, -122.53217110395391",4
"SE 280th St, Maple Valley, WA 98038",Maple Valley,WA,98038,"47.351221221662804, -122.02689928767666",2
"26520 Maple Valley Black Diamond Rd SE, Maple Valley, WA 98038",Maple Valley,WA,98038,"47.36271661442521, -122.01787314010629",4
"18631 SE 300th Pl, Covington, WA 98042",Covington,WA,98042,"47.33221980024341, -122.09333173429908",2
"18025 SE 272nd St, Kent, WA 98042",Kent,WA,98042,"47.35619471308362, -122.10103404689248",2
"17700 SE 272nd St, Covington, WA 98042",Covington,WA,98042,"47.36001351846271, -122.10357776156006",3
"17432 SE 270th Pl, Covington, WA 98042",Covington,WA,98042,"47.36033836869798, -122.10770858976963",7
"27130 172nd Ave SE, Covington, WA 98042",Covington,WA,98042,"47.358469293285744, -122.11205838888749",4
"10822 SE 248th St, Kent, WA 98030",Kent,WA,98030,"47.38070244251373, -122.19684541315897",2
"26600 72nd Ave S #101, Kent, WA 98032",Kent,WA,98032,"47.364194345272615, -122.24207818491483",2
"11803 NE 124th Ave, Vancouver, WA 98682",Vancouver,WA,98682,"45.707870273251835, -122.54362977744738",2
"11714 NE 72nd Ave, Vancouver, WA 98686",Vancouver,WA,98686,"45.70727089978716, -122.60027803050029",1
"2723 NE 134th St, Vancouver, WA 98682",Vancouver,WA,98682,"45.71601559945487, -122.64216900363368",12
"8600 NE 117th Ave, Vancouver, WA 98662",Vancouver,WA,98662,"45.684870982802906, -122.55338662662408",2
"Elderberry St SW #19615, Rochester, WA 98579",Rochester,WA,98579,"46.80333730013261, -123.01241495076994",12
"Sargent Rd SW #19770, Rochester, WA 98579",Rochester,WA,98579,"46.801483862659374, -123.01526511871933",12
"1920 Schurman Way, Woodland, WA 98674",Woodland,WA,98674,"45.926361047368594, -122.76001498633865",2
"123 E Front St, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.11985455396478, -123.43091443986039",1
"939 Caroline St, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.11548958985487, -123.41552640526012",1
"110 S Golf Course Rd, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.10534733253234, -123.40291217947193",2
"308 E 4th St, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.11390223823245, -123.43124465519517",6
"110 E 3rd St, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.116239155519395, -123.43500911001153",2
"3411 E Kolonels Way, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.11003336088596, -123.36115131662189",7
"97 Deer Park Rd, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.10349968096841, -123.34278354972292",3
"416 Lake Crescent Rd, Port Angeles, WA 98363",Port Angeles,WA,98363,"48.05798994855349, -123.79980839320342",2
"152 Roosevelt Ave E, Enumclaw, WA 98022",Enumclaw,WA,98022,"47.19837621390551, -121.97973920250558",2
"10799 Ridgeline Dr, Kennewick, WA 99338",Kennewick,WA,99338,"46.19678360957336, -119.26664364008123",2
"1125 Aaron Dr, Richland, WA 99352",Richland,WA,99352,"46.26148171334404, -119.28509859180546",2
"4823 Broadmoor Blvd, Pasco, WA 99301",Pasco,WA,99301,"46.27192466682407, -119.22124056110759",4
"2411 W Court St, Pasco, WA 99301",Pasco,WA,99301,"46.244388952717955, -119.12442354679904",3
"2811 W 10th Ave, Kennewick, WA 99336",Kennewick,WA,99336,"46.198782212685366, -119.16356233981736",8
"Tapteal Dr, Richland, WA 99352",Richland,WA,99352,"46.23204086802512, -119.22673372503998",4
"13209 39th Ave SE, Mill Creek, WA 98012",Mill Creek,WA,98012,"47.87743874558532, -122.17945968458474",2
"210 N Cedar St, Cook, WA 98605",Cook,WA,98605,"45.71411053337925, -121.46170228001318",2
"400 W Steuben St, Cook, WA 98605",Cook,WA,98605,"45.71650769530507, -121.47071450208979",1
"119 NE Church Ave, White Salmon, WA 98672",White Salmon,WA,98672,"45.72831221748286, -121.48513405741234",3
"12819 Yelm Hwy SE, Olympia, WA 98513",Olympia,WA,98513,"47.001902084386344, -122.66943758895532",4
"2480 US-12, Ethel, WA 98542",Ethel,WA,98542,"46.531292163528825, -122.63234769262014",3
"3925 236th Ave NE, Redmond, WA 98053",Redmond,WA,98053,"47.64510563736731, -122.02699051562463",2
"101 N Forks Ave, Forks, WA 98331",Forks,WA,98331,"47.95158176841072, -124.38532144927586",6
"100 Fern Hill Rd, Forks, WA 98331",Forks,WA,98331,"47.943216424489464, -124.38520846420272",8
"390 Founders Way, Forks, WA 98331",Forks,WA,98331,"47.94660852560299, -124.39456400902509",2
"473 Mora Rd, Forks, WA 98331",Forks,WA,98331,"47.91559420958853, -124.54505947891985",2
"5511 S Freeland Ave, Freeland, WA 98249",Freeland,WA,98249,"48.0109879714256, -122.53332378206933",2
"148 5th St N, Skykomish, WA 98288",Skykomish,WA,98288,"47.71230302446143, -121.36081148152813",2
"Stevens Pass Mountain Resort, Skykomish, WA 98288",Skykomish,WA,98288,"47.74971255566841, -121.09164644884049",4
"US-2 #15251, Leavenworth, WA 98826",Leavenworth,WA,98826,"47.755252423059076, -120.74145724814996",8
"320 Main St, Sultan, WA 98294",Sultan,WA,98294,"47.86270130090591, -121.81811737890045",2
"714-776 E Allyn St, Goldendale, WA 98620",Goldendale,WA,98620,"45.82049199831009, -120.80994080060496",2
"115 W Court St, Goldendale, WA 98620",Goldendale,WA,98620,"45.82288459283422, -120.8243603559275",2
"3624 Rd 100, Pasco, WA 99301",Pasco,WA,99301,"46.26255709690711, -119.22263935320454",2
"N Rd 68 #4905, Pasco, WA 99301",Pasco,WA,99301,"46.27264387548008, -119.18281391469463",8
"1225 Autoplex Wy, Pasco, WA 99301",Pasco,WA,99301,"46.238934908608506, -119.13183048694702",4
"1411 W Clark St, Pasco, WA 99301",Pasco,WA,99301,"46.22907943147885, -119.1071112492512",1
"2120 W A St, Pasco, WA 99301",Pasco,WA,99301,"46.225635534286134, -119.11947086809913",2
"1140 Columbia Park Trail, Richland, WA 99352",Richland,WA,99352,"46.23834125526527, -119.23740223127285",2
"1695 Malibu PR NE, Richland, WA 99352",Richland,WA,99352,"46.25365545674398, -119.29765537315636",2
"7220 W Okanogan Pl, Kennewick, WA 99336",Kennewick,WA,99336,"46.222428953014465, -119.21783283476366",2
"606 Crosswind Blvd, Kennewick, WA 99336",Kennewick,WA,99336,"46.21696545725741, -119.21113804122108",2
"2901 Southridge Blvd, Kennewick, WA 99337",Kennewick,WA,99337,"46.180369783464265, -119.18847873999992",3
"1917 W 19th Ave, Kennewick, WA 99337",Kennewick,WA,99337,"46.19118467842303, -119.14659336501535",2
"359 University Dr, Richland, WA 99354",Richland,WA,99354,"46.332688973476095, -119.27182449388167",1
"2574 Roberson Drive, Richland, WA 99354",Richland,WA,99354,"46.3252212628033, -119.30856002767959",1
"8828-8844 N Harborview Dr, Gig Harbor, WA 98332",Gig Harbor,WA,98332,"47.339339631250176, -122.58992158435534",2
"3025 Harborview Dr, Gig Harbor, WA 98335",Gig Harbor,WA,98335,"47.329334546557355, -122.57910691786344",2
"5502 Point Fosdick Dr, Gig Harbor, WA 98335",Gig Harbor,WA,98335,"47.30710717126805, -122.57979356335498",8
"5005 Main St, Tacoma, WA 98407",Tacoma,WA,98407,"47.2982662585836, -122.5037972092815",2
"3427 Ruston Way, Tacoma, WA 98402",Tacoma,WA,98402,"47.28301334858614, -122.48233953767055",4
"3540 N Pearl St, Tacoma, WA 98407",Tacoma,WA,98407,"47.28138300642249, -122.51667181224806",1
"2411 N Proctor St, Tacoma, WA 98406",Tacoma,WA,98406,"47.26985272442225, -122.48817602434876",1
"1015 N Pearl St, Tacoma, WA 98406",Tacoma,WA,98406,"47.25995098272246, -122.51478353714633",2
"601 N Rochester St, Tacoma, WA 98406",Tacoma,WA,98406,"47.25598976744159, -122.52954641521464",1
"6501 S 10th St, Tacoma, WA 98465",Tacoma,WA,98465,"47.2522612941118, -122.524396574028",2
"610 Front St, Lynden, WA 98264",Lynden,WA,98264,"48.942775385597436, -122.45513744018554",1
"1 Bellis Fair Pkwy, Bellingham, WA 98226",Bellingham,WA,98226,"48.7862600912171, -122.48878306927149",1
"315 Westerly Rd, Bellingham, WA 98226",Bellingham,WA,98226,"48.791344311090526, -122.49202451556563",6
"1225 W Bakerview Rd, Bellingham, WA 98226",Bellingham,WA,98226,"48.78979866479818, -122.51235744115357",8
"Bellingham Int'l Airport, 4255 Mitchell Way, Bellingham, WA 98226",Bellingham,WA,98226,"48.79495063394368, -122.5312827026623",4
"4839 Rural Ave, Bellingham, WA 98226",Bellingham,WA,98226,"48.81628548229576, -122.55582576746765",4
"1030 Lakeway Dr, Bellingham, WA 98229",Bellingham,WA,98229,"48.74369543363044, -122.46178043877379",4
"210 36th St, Bellingham, WA 98225",Bellingham,WA,98225,"48.73341642139091, -122.47129064041516",6
"3105 Old Fairhaven Pkwy, Bellingham, WA 98225",Bellingham,WA,98225,"48.71529236633489, -122.47736660257492",4
"Cornerstone Ln, Bellingham, WA 98226",Bellingham,WA,98226,"48.77251675367243, -122.44360615061379",2
"3005 Cinema Pl, Bellingham, WA 98226",Bellingham,WA,98226,"48.77048030974563, -122.44875599180041",2
"1100 Iowa St, Bellingham, WA 98229",Bellingham,WA,98229,"48.755046525318704, -122.45987970463186",2
"1300 Commercial St, Bellingham, WA 98225",Bellingham,WA,98225,"48.75086433208675, -122.47974308275512",4
"1217 N State St, Bellingham, WA 98225",Bellingham,WA,98225,"48.74778088640659, -122.47840033691463",2
"1100 Railroad Ave, Bellingham, WA 98225",Bellingham,WA,98225,"48.747719826165785, -122.47997459065866",2
"516 High St, Bellingham, WA 98225",Bellingham,WA,98225,"48.734162616131854, -122.48793846254026",10
"2700 Bill McDonald Pkwy, Bellingham, WA 98225",Bellingham,WA,98225,"48.72747045550748, -122.48102977285102",4
"900 10th St, Bellingham, WA 98225",Bellingham,WA,98225,"48.72545914222619, -122.50511718934496",2
"95 2nd St N, Friday Harbor, WA 98250",Friday Harbor,WA,98250,"48.53503505607457, -123.01912608061282",1
"680 Spring St, Friday Harbor, WA 98250",Friday Harbor,WA,98250,"48.53168174992319, -123.024190091113",4
"221 Weber Way, Friday Harbor, WA 98250",Friday Harbor,WA,98250,"48.52281431117338, -123.02779497994364",2
"13308 Meridian E, Puyallup, WA 98373",Puyallup,WA,98373,"47.135463823278805, -122.29441971336465",1
"14422 Meridian E, Puyallup, WA 98373",Puyallup,WA,98373,"47.12429079112327, -122.295514563204",2
"15518 Meridian E, Puyallup, WA 98375",Puyallup,WA,98375,"47.11495024354176, -122.29387475341125",2
"12020 Sunrise Blvd E, Puyallup, WA 98374",Puyallup,WA,98374,"47.09655393207012, -122.26967316659133",8
"16918 Meridian E, Puyallup, WA 98375",Puyallup,WA,98375,"47.101975769535585, -122.29679773324577",2
"17710 Canyon Rd E, Puyallup, WA 98375",Puyallup,WA,98375,"47.09628168248754, -122.35735697061635",2
"120 N 1st St, Dayton, WA 99328",Dayton,WA,99328,"46.320509164291934, -117.9810645604623",4
"235 E Main St, Dayton, WA 99328",Dayton,WA,99328,"46.320509164291934, -117.98003459222498",3
"700 Artisan Way, Dayton, WA 99328",Dayton,WA,99328,"46.310315683401406, -117.99740091326325",3
"1300 Boblett St, Blaine, WA 98230",Blaine,WA,98230,"48.99234105110645, -122.73440838221136",16
"8115 Birch Bay Square St, Blaine, WA 98230",Blaine,WA,98230,"48.93802028265217, -122.66849041502255",14
"6980 Salashan Pkwy, Ferndale, WA 98248",Ferndale,WA,98248,"48.899892826273366, -122.6142454211901",2
"120 W Chance a La Mer NW, Ocean Shores, WA 98569",Ocean Shores,WA,98569,"47.008540580927786, -124.16624633796087",8
"78 WA-115, Ocean Shores, WA 98569",Ocean Shores,WA,98569,"47.04317734532129, -124.17173950189326",4
"2858 S Forrest St, Westport, WA 98595",Westport,WA,98595,"46.861318321425465, -124.10788147117908",3
"4112 WA-105, Tokeland, WA 98590",Tokeland,WA,98590,"46.72498913865096, -124.01999084826069",2
"4849 Pacific Ave, Moclips, WA 98562",Moclips,WA,98562,"47.240499631694014, -124.21719320297647",3
"101 Horizon St, Pacific Beach, WA 98571",Pacific Beach,WA,98571,"47.19389744648345, -124.19053534261204",1
"301 Front St, Pacific Beach, WA 98571",Pacific Beach,WA,98571,"47.19401384506659, -124.19804303967794",8
"909 E Wishkah St, Aberdeen, WA 98520",Aberdeen,WA,98520,"46.976683237441655, -123.80709418053625",8
"416 E Wishkah St, Aberdeen, WA 98520",Aberdeen,WA,98520,"46.97689103700751, -123.81402291786758",8
"415 W Heron St, Aberdeen, WA 98520",Aberdeen,WA,98520,"46.97133212050165, -123.82087551522825",5
"705 W Heron St, Aberdeen, WA 98520",Aberdeen,WA,98520,"46.969617571720086, -123.82414953396724",4
"2509 US-395, Chewelah, WA 99109",Chewelah,WA,99109,"48.242523342237206, -117.71457307892614",2
"623 W Stevens Rd, Burlington, WA 98233",Burlington,WA,98233,"48.45925076542499, -122.34928823780481",3
"9803 221st Ave E, Bonney Lake, WA 98391",Bonney Lake,WA,98391,"47.1661272737896, -122.13466466085738",2
"10304 20th St E, Edgewood, WA 98371",Edgewood,WA,98371,"47.23854794106177, -122.29459968792906",1
"4411 Pacific Hwy E, Fife, WA 98424",Fife,WA,98424,"47.24391244994128, -122.36988346028863",2
"2715 62nd Ave E, Fife, WA 98424",Fife,WA,98424,"47.23214406332667, -122.34520262010922",2
"4011 20th St E, Fife, WA 98424",Fife,WA,98424,"47.23975543803722, -122.37431093925214",2
"3520 E 11th St, Tacoma, WA 98421",Tacoma,WA,98421,"47.27562290771978, -122.39691934246997",2
"9309 SW Cemetery Rd, Vashon, WA 98070",Vashon,WA,98070,"47.427700882124945, -122.45322749727063",1
"6821 Udall Pl SE, Auburn, WA 98092",Auburn,WA,98092,"47.24759055688704, -122.20044242726266",2
"3812 E Highland Rd, Mead, WA 99021",Mead,WA,99021,"47.786980151467574, -117.35406653028753",2
"5415 Sandridge Rd, Long Beach, WA 98631",Long Beach,WA,98631,"46.34213868861372, -124.04202605513395",5
"4415 Pacific Way, Seaview, WA 98644",Seaview,WA,98644,"46.334919640273796, -124.05493168530411",2
"406 Oregon Ave S, Long Beach, WA 98631",Long Beach,WA,98631,"46.34974692402332, -124.05342445842294",2
"409 Sid Snyder Dr, Long Beach, WA 98631",Long Beach,WA,98631,"46.345650313459615, -124.06058378610858",6
"607 S Whitman Ave, Rosalia, WA 99170",Rosalia,WA,99170,"47.23631904418034, -117.37195270455862",2
"11919 Sprague Ave, Airway Heights, WA 99001",Airway Heights,WA,99001,"47.653807002475695, -117.57833127436922",2
"9015 US-2, Spokane, WA 99224",Spokane,WA,99224,"47.64218463532519, -117.53747586762199",3
"10811 US-2, Airway Heights, WA 99001",Airway Heights,WA,99001,"47.64224246444877, -117.56125096776691",2
"6510 W Thorpe Rd, Spokane, WA 99224",Spokane,WA,99224,"47.61457414840978, -117.50329134825823",2
"9000 W Airport Dr, Spokane, WA 99224",Spokane,WA,99224,"47.62533494758139, -117.53968355931036",23
"8909 W Airport Dr, Spokane, WA 99224",Spokane,WA,99224,"47.63007825237715, -117.53573534773396",2
"17520 22nd Ave E, Spanaway, WA 98387",Spanaway,WA,98387,"47.09745265393728, -122.40191031991017",2
"124 Pioneer Ave W, Montesano, WA 98563",Montesano,WA,98563,"46.97989997399799, -123.60193726808232",1
"123 Pioneer Ave W, Montesano, WA 98563",Montesano,WA,98563,"46.97926406749233, -123.60177278684559",2
"23730 WA-3, Belfair, WA 98528",Belfair,WA,98528,"47.45084398961084, -122.82728815259149",2
"23961 N WA-3, Belfair, WA 98528",Belfair,WA,98528,"47.454016874292044, -122.823065160354",2
"10 E Alderbrook Dr, Union, WA 98592",Union,WA,98592,"47.3478482714452, -123.06786873626248",3
"937 Alpine Way, Shelton, WA 98584",Shelton,WA,98584,"47.230117574377125, -123.11114897664456",2
"19330 US-101, Shelton, WA 98584",Shelton,WA,98584,"47.336287656231185, -123.16116952990407",4
"21971 US-101, Shelton, WA 98584",Shelton,WA,98584,"47.37437366557826, -123.15626146140714",1
"210 S Broad St, Medical Lake, WA 99022",Medical Lake,WA,99022,"47.571853200840955, -117.68218986254078",2
"639-699 Peace Portal Dr, Blaine, WA 98230",Blaine,WA,98230,"48.99505144773615, -122.7520207831562",2
"9565 Semiahmoo Pkwy, Blaine, WA 98230",Blaine,WA,98230,"48.989644857579755, -122.77330679339427",3
"519 WA-906, Snoqualmie Pass, WA 98068",Snoqualmie Pass,WA,98068,"47.42353407867609, -121.4128209981415",2
"69 Main St Box 370, Cathlamet, WA 98612",Cathlamet,WA,98612,"46.20252819777587, -123.38427314112478",2
"5828 2nd Ave, Ferndale, WA 98248",Ferndale,WA,98248,"48.853269300479376, -122.58938207129296",2
"316 Castle Ave, Winthrop, WA 98862",Winthrop,WA,98862,"48.47669736023589, -120.18111530025969",1
"604 Patterson Lake Rd, Winthrop, WA 98862",Winthrop,WA,98862,"48.47758602565505, -120.25649393817595",3
"2505 Olympic Hwy N, Shelton, WA 98584",Shelton,WA,98584,"47.22652962222769, -123.12536508641013",1
"202 E Pine St, Shelton, WA 98584",Shelton,WA,98584,"47.21438176062345, -123.09479225937632",2
"Gravity Coffee, 808 West Davis Street, Cle Elum, WA 98922",Cle Elum,WA,98922,"47.19541620082404, -120.95625925585996",8
"811 WA-970, Cle Elum, WA 98922",Cle Elum,WA,98922,"47.18934322643426, -120.90276632575477",15
"3600 Suncadia Trail, Cle Elum, WA 98922",Cle Elum,WA,98922,"47.208036209877946, -121.01948135081079",3
"Little Creek Casino Resort, 93 WA-108, Shelton, WA 98584",Shelton,WA,98584,"47.12872894222587, -123.10446228464644",1
"Parking lot, 1131 SW Skamania Lodge Way, Stevenson, WA 98648",Stevenson,WA,98648,"45.68559060588963, -121.9060299719509",2
"248 Reuben Memorial Dr, Roche Harbor, WA 98250",Roche Harbor,WA,98250,"48.60822372569996, -123.15500692797217",6
"13211 E 32nd Ave, Spokane, WA 99216",Spokane,WA,99216,"47.62822159242346, -117.22754342332294",2
"757 Port Way, Clarkston, WA 99403",Clarkston,WA,99403,"46.4266657429829, -117.04807803096756",4
"3063 Creasey Rd, Custer, WA 98240",Custer,WA,98240,"48.926761583371594, -122.64551068286627",1
"130 N Washington Ave, Newport, WA 99156",Newport,WA,99156,"48.18160957609701, -117.0433963664388",2
"435 W Walnut St, Newport, WA 99156",Newport,WA,99156,"48.18320836335961, -117.04514479176935",2
"600 7th St, Davenport, WA 99122",Davenport,WA,99122,"47.65392907432356, -118.15083023853384",1
"335 S Broadway Ave, Othello, WA 99344",Othello,WA,99344,"46.822016914301784, -119.17585756316012",2
"303 S Columbia Ave, Connell, WA 99326",Connell,WA,99326,"46.65967467997631, -118.86206057352173",3
"7416-7420 N Superior Ave, Concrete, WA 98237",Concrete,WA,98237,"48.537800268262195, -121.7589716415397",1
"N Beach St, Palouse, WA 99161",Palouse,WA,99161,"46.909840094151605, -117.07571945052825",1
"Mountain Loop Hwy &, Alvord St, Darrington, WA 98241",Darrington,WA,98241,"48.25162389555904, -121.60296260319541",2
"1220 WA-530, Darrington, WA 98241",Darrington,WA,98241,"48.25712726092133, -121.61151310704356",2
"1510 Bayview Ave, Neah Bay, WA 98357",Neah Bay,WA,98357,"48.36647053075548, -124.60673257930472",1
"2726 Makah Passage, Neah Bay, WA 98357",Neah Bay,WA,98357,"48.34011283416141, -124.6633822052661",1
"55410 N Sunset Rd, Benton City, WA 99320",Benton City,WA,99320,"46.294043085010934, -119.45248738679645",3
"33914 Crystal Mountain Blvd, Enumclaw, WA 98022",Enumclaw,WA,98022,"46.93980257681746, -121.47199557496762",8
"Appleline Bus Shelter, 203 Commercial Ave, Pateros, WA 98846",Pateros,WA,98846,"48.05270742145867, -119.90207222423324",4
"186 Skyview Dr, Mossyrock, WA 98564",Mossyrock,WA,98564,"46.545719524338935, -122.50930333188094",3
"14254 Salmon La Sac Rd, Ronald, WA 98940",Ronald,WA,98940,"47.27408763000444, -121.07374302904518",2
"299 Eastlake Rd, Oroville, WA 98844",Oroville,WA,98844,"48.987228884574606, -119.42615864541217",4
"1611 Smittys Blvd, Ritzville, WA 99169",Ritzville,WA,99169,"47.119628018083844, -118.36258871662336",8
"1293 S Division St, Ritzville, WA 99169",Ritzville,WA,99169,"47.11863512046915, -118.36554987530567",2
"105 W Galbreath Way, Ritzville, WA 99169",Ritzville,WA,99169,"47.11629881769897, -118.36833937261511",4
"105 W 1st St, Sprague, WA 99032",Sprague,WA,99032,"47.301412188788156, -117.97566753906034",2
"2008 Durry Rd, Sprague, WA 99032",Sprague,WA,99032,"47.20960976470083, -118.22715953802104",8
"225 E 5th Ave, Metaline Falls, WA 99153",Metaline Falls,WA,99153,"48.86206069535479, -117.37008953493859",2
"128 Coppei Ave, Waitsburg, WA 99361",Waitsburg,WA,99361,"46.27061723697549, -118.15354436943147",1
"21301 WA-410, Bonney Lake, WA 98391",Bonney Lake,WA,98391,"47.167450130664264, -122.14571597683388",2
"5112 N Pearl St, Tacoma, WA 98407",Tacoma,WA,98407,"47.298690395288624, -122.5158792435726",1
"157151 US-101, Forks, WA 98331",Forks,WA,98331,"47.60397077061631, -124.37327241745817",3
"4928 Point Fosdick Dr, Gig Harbor, WA 98335",Gig Harbor,WA,98335,"47.30177532870277, -122.57945599967739",2
"6575 Kimball Dr, Gig Harbor, WA 98335",Gig Harbor,WA,98335,"47.31847751188729, -122.58546414772844",1
"5800 Soundview Dr, Gig Harbor, WA 98335",Gig Harbor,WA,98335,"47.311203690663284, -122.57979932242316",2
"3220 Rosedale St NW, Gig Harbor, WA 98335",Gig Harbor,WA,98335,"47.33011354332029, -122.58263173507581",2
"500 Newhalem St, Rockport, WA 98283",Rockport,WA,98283,"48.67344670645873, -121.24891311975922",2
"8932-8998 SE 42nd St, Mercer Island, WA 98040",Mercer Island,WA,98040,"47.571218902186494, -122.21877370357765",2
"4160 86th Ave SE, Mercer Island, WA 98040",Mercer Island,WA,98040,"47.571218902186494, -122.22321742887301",2
"4030 86th Ave SE, Mercer Island, WA 98040",Mercer Island,WA,98040,"47.57358905751564, -122.22386616775034",2
"4120 86th Ave SE NE, Mercer Island, WA 98040",Mercer Island,WA,98040,"47.57242011066452, -122.22329971767853",2
"8236 SE 24th St, Mercer Island, WA 98040",Mercer Island,WA,98040,"47.58996213038676, -122.22854755129237",2
"2758 78th Ave SE, Mercer Island, WA 98040",Mercer Island,WA,98040,"47.585655583831404, -122.23320783513958",4
"2430 76th Ave SE, Mercer Island, WA 98040",Mercer Island,WA,98040,"47.58823221598956, -122.23764422957771",2
